title,year,journal,dominant_topic,dominant_topic_prob,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,abstract
ODIASP: An Open-Source Software for Automated SMI Determination—Application to an Inpatient Population,2025,"Journal of Cachexia, Sarcopenia and Muscle",1,0.8651,0.8651309123254326,0.0678410975130882,0.022061956890128843,0.022061598234556567,0.022904435036793788,"Background: The diagnosis of malnutrition has evolved with the GLIM recommendations, which advocate for integrating phenotypic criteria, including muscle mass measurement. The GLIM framework specifically suggests using skeletal muscle index (SMI) assessed via CT scan at the third lumbar level (L3) as a first-line approach. However, manual segmentation of muscle from CT images is often time-consuming and infrequently performed in clinical practice. This study is aimed at developing and validating an open-access, simple software tool called ODIASP for automated SMI determination. Methods: Data were retrospectively collected from a clinical data warehouse at Grenoble Alpes University Hospital, including epidemiological and imaging data from CT scans. All consecutive adult patients admitted in 2018 to our tertiary centre who underwent at least one CT scan capturing images at the L3 vertebral level and had a recorded height were included. ODIASP combines two algorithms to automate L3 slice selection and skeletal muscle segmentation, ensuring a seamless process. Agreement between cross-sectional muscle area (CSMA) values obtained using ODIASP and the reference methodology (i.e., manual determination) was evaluated using the intraclass correlation coefficient (ICC). The prevalence of reduced SMI was also assessed. Results: SMI was available for 2503 participants, 53.3% male, with a median age of 66 years (51–78) and a median BMI of 24.8 kg/m2 (21.7–28.7). In a validation subset of 674 scans, agreement between the reference method and ODIASP was substantial (ICC: 0.971; 95% CI: 0.825–0.989) and improved to excellent (ICC: 0.984; 95% CI: 0.982–0.986) after correcting for systematic overestimation (a 5.8 cm2 [5.4–6.3]) indicating excellent agreement. The prevalence of reduced SMI was 9.1% overall (11.0% in men and 6.6% in women). The ODIASP software is available as a downloadable executable to support its use in research settings. Conclusions: This study demonstrates that ODIASP is a reliable tool for automated SMI at the L3 vertebra level from CT scans. The integration of validated AI algorithms into a simple, open-source software enables scalable, standardised assessment of SMI in diverse patient populations and supports future integration into clinical workflows for improved nutritional assessment. © 2025 The Author(s). Journal of Cachexia, Sarcopenia and Muscle published by Wiley Periodicals LLC."
Real-World Data Integration in Practice: Why Communication with Domain Experts is Key,2025,Studies in Health Technology and Informatics,1,0.8751,0.8751391352725357,0.03115650415533814,0.03118628357281847,0.03115091302979698,0.03136716396951069,"Informatics infrastructures support translational research by providing researchers with self-service access to health data. This poster addresses common data quality and representation issues in real-world data integration undertakings and presents recommendations and best practices for addressing these issues. It emphasizes that solutions cannot only be implemented on a technical level but must be customized based on the intended use case. To enable meaningful reuse, solutions must be aligned with domain experts, facilitated by agile ETL processes. © 2025 The Authors."
Prison Buprenorphine Implementation and Postrelease Opioid Use Disorder Outcomes,2024,JAMA Network Open,1,0.8803,0.8802521765187372,0.02984977929318907,0.029887323581914264,0.029879481150948333,0.030131239455211158,"IMPORTANCE Agonist medications for opioid use disorder (MOUD), buprenorphine and methadone, in carceral settings might reduce the risk of postrelease opioid overdose but are uncommonly offered. In April 2019, the Massachusetts Department of Correction (MADOC), the state prison system, provided buprenorphine for incarcerated individuals in addition to previously offered injectable naltrexone. OBJECTIVE To evaluate postrelease outcomes after buprenorphine implementation. DESIGN, SETTING, AND PARTICIPANTS This cohort study with interrupted time-series analysis used linked data across multiple statewide data sets in the Massachusetts Public Health Data Warehouse stratified by sex due to differences in carceral systems. Eligible participants were individuals sentenced and released from a MADOC facility to the community. The study period for the male sample was January 2014 to November 2020; for the female sample, January 2015 to October 2019. Data were analyzed between February 2022 and January 2024. EXPOSURE April 2019 implementation of buprenorphine during incarceration. MAIN OUTCOMES AND MEASURES Receipt of MOUD within 4 weeks after release, opioid overdose, and all-cause mortality within 8 weeks after release, each measured as a percentage of monthly releases who experienced the outcome. Segmented linear regression analyzed changes in outcome rates after implementation. RESULTS A total of 15 225 individuals were included. In the male sample there were 14 582 releases among 12 688 individuals (mean [SD] age, 35.0 [10.8] years; 133 Asian and Pacific Islander [0.9%], 4079 Black [28.0%], 4208 Hispanic [28.9%], 6117 White [41.9%]), a rate of 175.7 releases per month; the female sample included 3269 releases among 2537 individuals (mean [SD] age, 34.9 [9.8] years; 328 Black [10.0%], 225 Hispanic [6.9%], 2545 White [77.9%]), a rate of 56.4 releases per month. Among male participants at 20 months postimplementation, the monthly rate of postrelease buprenorphine receipt was higher than would have been expected under baseline trends (21.2% vs 10.6% of monthly releases; 18.6 additional releases per month). Naltrexone receipt was lower than expected (1.0% vs 6.0%; 8.8 fewer releases per month). Monthly rates of methadone receipt (1.4%) and opioid overdose (1.8%) were not significantly different than expected. All-cause mortality was lower than expected (1.9% vs 2.8%; 1.5 fewer deaths per month). Among female participants at 7 months postimplementation, buprenorphine receipt was higher than expected (31.6% vs 9.5%; 12.4 additional releases per month). Naltrexone receipt was lower than expected (3.4% vs 7.2%) but not statistically significantly different. Monthly rates of methadone receipt (1.1%), opioid overdose (4.8%), and all-cause mortality (1.6%) were not significantly different than expected. CONCLUSIONS AND RELEVANCE In this cohort study of state prison releases, postrelease buprenorphine receipt increased and naltrexone receipt decreased after buprenorphine became available during incarceration. © 2024 American Medical Association. All rights reserved."
Combining a Risk Factor Score Designed From Electronic Health Records With a Digital Cytology Image Scoring System to Improve Bladder Cancer Detection: Proof-of-Concept Study,2025,Journal of Medical Internet Research,1,0.9078,0.9077996298666832,0.02562637284897779,0.02186292565978204,0.021859648069001245,0.02285142355555548,"Background: To reduce the mortality related to bladder cancer, efforts need to be concentrated on early detection of the disease for more effective therapeutic intervention. Strong risk factors (eg, smoking status, age, professional exposure) have been identified, and some diagnostic tools (eg, by way of cystoscopy) have been proposed. However, to date, no fully satisfactory (noninvasive, inexpensive, high-performance) solution for widespread deployment has been proposed. Some new models based on cytology image classification were recently developed and bring good perspectives, but there are still avenues to explore to improve their performance. Objective: Our team aimed to evaluate the benefit of combining the reuse of massive clinical data to build a risk factor model and a digital cytology image–based model (VisioCyt) for bladder cancer detection. Methods: The first step relied on designing a predictive model based on clinical data (ie, risk factors identified in the literature) extracted from the clinical data warehouse of the Rennes Hospital and machine learning algorithms (logistic regression, random forest, and support vector machine). It provides a score corresponding to the risk of developing bladder cancer based on the patient’s clinical profile. Second, we investigated 3 strategies (logistic regression, decision tree, and a custom strategy based on score interpretation) to combine the model’s score with the score from an image-based model to produce a robust bladder cancer scoring system. Results: We collected 2 data sets. The first set, including clinical data for 5422 patients extracted from the clinical data warehouse, was used to design the risk factor–based model. The second set was used to measure the models’ performances and was composed of data for 620 patients from a clinical trial for which cytology images and clinicobiological features were collected. With this second data set, the combination of both models obtained areas under the curve of 0.82 on the training set and 0.83 on the test set, demonstrating the value of combining risk factor–based and image-based models. This combination offers a higher associated risk of cancer than VisioCyt alone for all classes, especially for low-grade bladder cancer. Conclusions: These results demonstrate the value of combining clinical and biological information, especially to improve detection of low-grade bladder cancer. Some improvements will need to be made to the automatic extraction of clinical features to make the risk factor–based model more robust. However, as of now, the results support the assumption that this type of approach will be of benefit to patients. ©Sandie Cabon, Sarra Brihi, Riadh Fezzani, Morgane Pierre-Jean, Marc Cuggia, Guillaume Bouzillé."
"""In conferences, everyone goes 'health data is the future' "": an interview study on challenges in re-using EHR data for research in Clinical Data Warehouses",2023,AMIA ... Annual Symposium proceedings. AMIA Symposium,1,0.876,0.8759768261149582,0.03150855929835791,0.029981102668362732,0.029972999280070002,0.032560512638251195,"More and more hospital Clinical Data Warehouses (CDWs) are developed to gain access to EHR data. The rapid growth of investments in CDWs suggest a real potential for innovation in healthcare. However, it is still not confirmed that CDWs will deliver on their promises as researchers working with CDWs face many challenges. To gain a better understanding of these challenges and how to overcome them, we conducted a series of semi-structured interviews with EHR data experts. In this article, we share some initial results from the ongoing interview study. Two main themes emerged from the analysis of the transcripts of the interviews: the importance of infrastructures in terms of data and how it is generated, and the difficulty to make care, clinical research, and data science work together. Finally, based on the experts' experience, several recommendations were identified when using a CDW. ©2023 AMIA - All rights reserved."
Mortality Risk Factors among Infants Receiving Dialysis in the Neonatal Intensive Care Unit,2022,Journal of Pediatrics,5,0.6312,0.2732429607016271,0.031841788815747646,0.03184665289396348,0.031847445266759186,0.6312211523219026,"Objectives: To identify risk factors associated with mortality for infants receiving dialysis in the neonatal intensive care unit (NICU). Study design: In this retrospective cohort study, we extracted data from the Pediatrix Clinical Data Warehouse on all infants who received dialysis in the NICU from 1999 to 2018. Using a Cox proportional hazards model with robust SEs we estimated the mortality hazard ratios associated with demographics, birth details, medical complications, and treatment exposures. Results: We identified 273 infants who received dialysis. Median gestational age at birth was 35 weeks (interquartile values 33-37), median birth weight was 2570 g (2000-3084), 8% were small for gestational age, 41% white, and 72% male. Over one-half of the infants (59%) had a kidney anomaly; 71 (26%) infants died before NICU hospital discharge. Factors associated with increased risk of dying after dialysis initiation included lack of kidney anomalies, Black race, gestational age of <32 weeks, necrotizing enterocolitis, dialysis within 7 days of life, and receipt of paralytics or vasopressors (all P <.05). Conclusion: In this cohort of infants who received dialysis in the NICU over 2 decades, more than 70% of infants survived. The probability of death was greater among infants without a history of a kidney anomaly and those with risk factors consistent with greater severity of illness at dialysis initiation. © 2021 Elsevier Inc."
Medication for Opioid Use Disorder after Serious Injection-Related Infections in Massachusetts,2024,JAMA Network Open,1,0.8604,0.8604197088296787,0.03456030322963562,0.03459230323154051,0.034587590538367935,0.0358400941707773,"Importance: Serious injection-related infections (SIRIs) cause significant morbidity and mortality. Medication for opioid use disorder (MOUD) improves outcomes but is underused. Understanding MOUD treatment after SIRIs could inform interventions to close this gap. Objectives: To examine rehospitalization, death rates, and MOUD receipt for individuals with SIRIs and to assess characteristics associated with MOUD receipt. Design, Setting, and Participants: This retrospective cohort study used the Massachusetts Public Health Data Warehouse, which included all individuals with a claim in the All-Payer Claims Database and is linked to individual-level data from multiple government agencies, to assess individuals aged 18 to 64 years with opioid use disorder and hospitalization for endocarditis, osteomyelitis, epidural abscess, septic arthritis, or bloodstream infection (ie, SIRI) between July 1, 2014, and December 31, 2019. Data analysis was performed from November 2021 to May 2023. Exposure: Demographic and clinical factors potentially associated with posthospitalization MOUD receipt. Main Outcomes and Measures: The main outcome was MOUD receipt measured weekly in the 12 months after hospitalization. We used zero-inflated negative binomial regression to examine characteristics associated with any MOUD receipt and rates of treatment in the 12 months after hospitalization. Secondary outcomes were receipt of any buprenorphine formulation, methadone, and extended-release naltrexone examined individually. Results: Among 8769 individuals (mean [SD] age, 43.2 [12.0] years; 5066 [57.8%] male) who survived a SIRI hospitalization, 4305 (49.1%) received MOUD, 5919 (67.5%) were rehospitalized, and 973 (11.1%) died within 12 months. Of those treated with MOUD in the 12 months after hospitalization, the mean (SD) number of MOUD initiations during follow-up was 3.0 (1.7), with 956 of 4305 individuals (22.2%) receiving treatment at least 80% of the time. MOUD treatment after SIRI hospitalization was significantly associated with MOUD in the prior 6 months (buprenorphine: adjusted odds ratio [AOR], 16.51; 95% CI, 13.81-19.74; methadone: AOR, 28.46; 95% CI, 22.41-36.14; or naltrexone: AOR, 2.05; 95% CI, 1.56-2.69). Prior buprenorphine (incident rate ratio [IRR], 1.17; 95% CI, 1.11-1.24) or methadone (IRR, 1.89; 95% CI, 1.79-2.01) use was associated with higher treatment rates after hospitalization, and prior naltrexone use (IRR, 0.86; 95% CI, 0.77-0.95) was associated with lower rates. Conclusions and Relevance: This study found that in the year after a SIRI hospitalization in Massachusetts, mortality and rehospitalization were common, and only half of patients received MOUD. Treatment with MOUD before a SIRI was associated with posthospitalization MOUD initiation and time receiving MOUD. Efforts are needed to initiate MOUD treatment during SIRI hospitalizations and subsequently retain patients in treatment. © 2024 American Medical Association. All rights reserved."
Why Are Data Missing in Clinical Data Warehouses? A Simulation Study of How Data Are Processed (and Can Be Lost),2023,Studies in Health Technology and Informatics,1,0.8869,0.8869388750996022,0.028341300767781914,0.028212583279154435,0.028208941400917786,0.02829829945254367,"In recent years, the development of clinical data warehouses (CDW) has put Electronic Health Records (EHR) data in the spotlight. More and more innovative technologies for healthcare are based on these EHR data. However, quality assessments on EHR data are fundamental to gain confidence in the performances of new technologies. The infrastructure developed to access EHR data - CDW - can affect EHR data quality but its impact is difficult to measure. We conducted a simulation on the Assistance Publique - Hôpitaux de Paris (AP-HP) infrastructure to assess how a study on breast cancer care pathways could be affected by the complexity of the data flows between the AP-HP Hospital Information System, the CDW, and the analysis platform. A model of the data flows was developed. We retraced the flows of specific data elements for a simulated cohort of 1,000 patients. We estimated that 756 [743;770] and 423 [367;483] patients had all the data elements necessary to reconstruct the care pathway in the analysis platform in the 'best case' scenarios (losses affect the same patients) and in a random distribution scenario (losses affect patients at random), respectively. © 2023 European Federation for Medical Informatics (EFMI) and IOS Press."
Implementation and FAIR Evaluation of Clinical Data Provision Framework,2026,Studies in Health Technology and Informatics,1,0.9035,0.9035007505252061,0.02405873608549591,0.02404709249222849,0.02404425238033878,0.024349168516730513,"The secondary use of clinical data from hospitals is increasingly demanded by both industry and academia. To balance analytical utility with patient privacy, we developed and implemented a lightweight, hospital-based data-provision framework within the Osaka University Life Design Innovation initiative. For consented participants, anonymized research IDs and hash-based data indices were created, enabling temporal reconstruction through relative days without retaining actual dates. The internally managed data catalog, composed only of research IDs, observation indices, and hash-based data indices, was separated from the dataset, which remained securely stored on hospital servers, while overall coordination and access governance were provided through the PLR platform. The framework operates through three layers-hospital, PLR platform, and secondary users-ensuring clear data governance and operational scalability. It was applied to a perinatal cohort of 22 participants, generating four data categories from the hospital data warehouse. FAIR evaluation demonstrated high maturity in Findability, Accessibility, and Reusability, while Interoperability remained limited due to non-standardized, non-machine-readable formats. This framework provides a practical and scalable model for FAIR-oriented secondary data use, supporting secure and efficient data sharing in medical institutions. © 2026 The Authors."
Traumatic Brain Injury and Risk of Malignant Brain Tumors in Civilian Populations,2025,JAMA Network Open,1,0.8104,0.8103627676115196,0.1019906660993087,0.028861652754657626,0.028861531942867755,0.02992338159164638,"IMPORTANCE A 2024 US study reported that veterans of the Iraq and Afghanistan wars affected by traumatic brain injury (TBI) had an increased risk of developing brain tumors. However, studies among civilians have shown conflicting results and have not replicated the association between TBI and brain tumor risk. OBJECTIVE To examine whether history of TBI in US adult civilians is associated with a risk of subsequent development of malignant brain tumors. DESIGN, SETTING, AND PARTICIPANTS This retrospective cohort study used data from a tertiary academic medical center (Mass General Brigham [MGB]) patient data registry encompassing January 1, 2000, to January 1, 2024. Adult patients (aged >18 years) with mild TBI or moderate to severe TBI (exposure group) were compared with an age- and sex-matched group without a history of TBI (control group). The MGB data were compared across the same time span with data from 2 other tertiary academic medical centers (University of California [UC] Health Data Warehouse and Northwestern Medicine). EXPOSURE TBI, which was categorized by severity as mild or moderate to severe. MAIN OUTCOMES AND MEASURES The primary outcome was development of malignant brain tumor based on International Classification of Diseases, Ninth Revision (ICD-9) and Tenth Revision (ICD-10) diagnostic codes in the patient data registry of each cohort. Cox proportional hazards regression analysis was used to determine whether TBI was associated with brain tumor development. The MGB results were then meta-analyzed with the UC Health and Northwestern Medicine data. RESULTS The MGB cohort included 151 358 adults: 75 679 control participants (51.8% female; median age, 56 years [IQR, 39-71 years]) and 75 679 civilians with TBI. Of the civilians with TBI (median age, 56 years [IQR, 39-74 years]), 60 735 had mild TBI (54.7% female; median age, 54 years [IQR, 37-73 years]) and 14 944 had moderate to severe TBI (42.1% female; median age, 64 years [IQR, 47-79 years]). The median follow-up duration for the MGB cohort was 7.2 years (IQR, 4.1-10.1 years). Malignant brain tumor prevalence was 0.6% in the moderate to severe TBI group vs 0.4% in the control and mild TBI groups. The moderate to severe TBI group had a higher risk of developing malignant brain tumors (hazard ratio [HR], 1.67 [95% CI, 1.31-2.12]) compared with the mild TBI group (HR, 0.99 [95% CI, 0.83-1.18]). The risk persisted when meta-analyzed with data from the other 2 centers (HR, 1.57 [95% CI, 1.26-1.95]). CONCLUSIONS AND RELEVANCE In this cohort study of US adult civilians, a history of moderate to severe TBI was associated with risk of developing malignant brain tumors. This association was confirmed in a meta-analysis with geographically diverse sites across the US. Additional research is needed to clarify the mechanism through which TBI increases the risk of developing brain tumors. © 2025 American Medical Association. All rights reserved."
Incidence of group B streptococcus early-onset sepsis in term neonates with second-line prophylaxis maternal intrapartum antibiotics: a multicenter retrospective study,2024,American Journal of Obstetrics and Gynecology,5,0.8368,0.04291439878806645,0.04009193390961731,0.04009824005667135,0.04010127466073727,0.8367941525849076,"Background: The difference in the incidence of early-onset sepsis caused by group B streptococcus among term neonates whose mothers received first-line vs second-line intrapartum prophylaxis is poorly described. Objective: This study aimed to compare the incidence of group B streptococcus early-onset sepsis among term neonates born to mothers who receive first-line, second-line, or no intrapartum antibiotics and to describe the short-term and survival outcomes of neonates who developed group B streptococcus early-onset sepsis stratified by maternal antepartum prophylaxis. Study Design: This was a retrospective review of electronic medical records. We queried the Pediatrix Medical Group Clinical Data Warehouse to evaluate the outcomes of term neonates born to group B streptococcus positive mothers between 2003 and 2020 and compared the incidence and outcomes of neonates with group B streptococcus early-onset sepsis whose mothers received first-line vs second-line or no intrapartum prophylaxis. Results: Among the 496,180 neonates, 104,196 (21%) were born to mothers who were group B streptococcus positive. Of 97,983 mothers who were group B streptococcus positive with adequate prenatal antibiotic documentation, 49,234 (50%), 12,679 (13%), and 36,070 (37%) received first-line, second-line, and no intrapartum prophylaxis, respectively. The incidence of group B streptococcus early-onset sepsis among all neonates with maternal group B streptococcus carriage was 0.22% (231/104,196). Neonates whose mothers received second-line intrapartum antibiotics and no antibiotics had a higher risk for group B streptococcus early-onset sepsis infection than those whose mothers received first-line intrapartum antibiotics (adjusted odds ratio, 4.12; 95% confidence interval, 2.66–6.38 and adjusted odds ratio, 3.80; 95% confidence interval, 2.66–5.44, respectively). There was no statistically significant difference in the risk for group B streptococcus early-onset sepsis among neonates born to mothers who received second-line vs no antibiotics (adjusted odds ratio, 0.92; 95% confidence interval, 0.64–1.33). Conclusion: Neonates exposed to second-line maternal group B streptococcus prophylaxis had an increased risk for group B streptococcus early-onset sepsis when compared with those exposed to first-line maternal group B streptococcus prophylaxis. There was no statistically significant difference in group B streptococcus early-onset sepsis incidence between second-line antibiotic prophylaxis and no antibiotics in mothers with group B streptococcus carriage. © 2023 The Author(s)"
Design and evaluation of an automated pediatric acute lymphoblastic leukemia registry from clinical data warehouses,2026,BMC Medical Informatics and Decision Making,1,0.7693,0.7693449915373557,0.02554583528357927,0.022509630625923125,0.02250535541740011,0.16009418713574186,"Background: Real-world data (RWD)–based pediatric acute lymphoblastic leukemia (ALL) registries often face scalability and reliability limits owing to manual data entry and inter-institutional heterogeneity. We evaluated the feasibility of building an automated, high-quality registry using electronic medical records (EMR) and clinical data warehouses (CDWs) to quantitatively assess the Pediatric ALL Automated Registry (PeARL) for (1) automatic extractability (ADE) (2), data quality, and (3) multicenter applicability. Methods: In this study, we used CDWs to identify patients aged < 18 years with ALL (ICD-10 C91.0) who visited Seoul National University Hospital (SNUH) and the Catholic Medical Center (CMC). between 1990 and 2023. An automated extraction pipeline applied standard mapping, multivariate transformations, and rule-based natural language processing (NLP). Key variables were selected using the Medical Information Standards for Hematologic Cancer. Data quality was evaluated based on 228 rules across five dimensions (completeness, validity, accuracy, uniqueness, and consistency) based on DQ4HEALTH; error rates, defined as the proportion of data elements violating these rules, were calculated before and after quality management. Results: Overall, 1,609 patients were included (CMC 946; SNUH 663). ADE for key variables was 89.7% at SNUH and 75.0% at CMC; most automations were single-field transformations (SNUH 61.8%; CMC 84.7%), with multivariate transformations and rule-based NLP addressing complex elements. Initial overall error rates were 1.858% (SNUH) and 0.129% (CMC), decreasing to 0.001% at both institutions after quality processes. Differences in CDW structure required additional preprocessing for laboratory and transplant variables, but harmonization was achieved via standardized table specifications and cross-site review. Conclusions: PeARL integrated standardized mapping, multivariate transformations, and rule-based NLP to enable large-scale automation of a pediatric ALL registry, achieving a 0.001% overall error rate under DQ4HEALTH-based quality management. This clinically guided, standardized framework enables reproducible implementation and scalable automation of pediatric ALL registry construction, supporting multicenter research and the generation of regulatory-grade real-world evidence. Clinical trial number: Not applicable. © The Author(s) 2026."
Preliminary Attainability Assessment of Real-World Data for Answering Major Clinical Research Questions in Breast Cancer Brain Metastasis: Framework Development and Validation Study,2023,Journal of Medical Internet Research,1,0.8004,0.8004307408350491,0.027155236573235757,0.02572421943071118,0.025723741071268156,0.12096606208973594,"Background: In recent decades, real-world evidence (RWE) in oncology has rapidly gained traction for its potential to answer clinical questions that cannot be directly addressed by randomized clinical trials. Integrating real-world data (RWD) into clinical research promises to contribute to more sustainable research designs, including extension, augmentation, enrichment, and pragmatic designs. Nevertheless, clinical research using RWD is still limited because of concerns regarding the shortage of best practices for extracting, harmonizing, and analyzing RWD. In particular, pragmatic screening methods to determine whether the content of a data source is sufficient to answer the research questions before conducting the research with RWD have not yet been established. Objective: We examined the PAR (Preliminary Attainability Assessment of Real-World Data) framework and assessed its utility in breast cancer brain metastasis (BCBM), which has an unmet medical need for data attainability screening at the preliminary step of observational studies that use RWD. Methods: The PAR framework was proposed to assess data attainability from a particular data source during the early research process. The PAR framework has four sequential stages, starting with clinical question clarification: (1) operational definition of variables, (2) data matching (structural/semantic), (3) data screening and extraction, and (4) data attainability diagramming. We identified 5 clinical questions to be used for PAR framework evaluation through interviews and validated them with a survey of breast cancer experts. We used the Samsung Medical Center Breast Cancer Registry, a hospital-based real-time registry implemented in March 2021, leveraging the institution's anonymized and deidentified clinical data warehouse platform. The number of breast cancer patients in the registry was 45,129; it covered the period from June 1995 to December 2021. The registry consists of 24 base data marts that represent disease-specific breast cancer characteristics and care pathways. The outcomes included screening results of the clinical questions via the PAR framework and a procedural diagram of data attainability for each research question. Results: Data attainability was tested for study feasibility according to the PAR framework with 5 clinical questions for BCBM. We obtained data sets that were sufficient to conduct studies with 4 of 5 clinical questions. The research questions stratified into 3 types when we developed data fields for clearly defined research variables. In the first, only 1 question could be answered using direct data variables. In the second, the other 3 questions required surrogate definitions that combined data variables. In the third, the question turned out to be not feasible for conducting further analysis. Conclusions: The adoption of the PAR framework was associated with more efficient preliminary clinical research using RWD from BCBM. Furthermore, this framework helped accelerate RWE generation through clinical research by enhancing transparency and reproducibility and lowering the entry barrier for clinical researchers. © 2023 Journal of Medical Internet Research. All rights reserved."
Empagliflozin and Dapagliflozin Outcomes in Heart Failure,2025,JAMA Network Open,1,0.8921,0.8920979290701373,0.02724841465946372,0.02661020728100679,0.026610377550706995,0.027433071438685265,"Importance Sodium-glucose cotransporter-2 inhibitors have emerged as important therapeutic options for heart failure (HF). However, their comparative clinical effectiveness remains uncertain. Objective To compare the outcomes associated with dapagliflozin and empagliflozin use in patients diagnosed with HF. Design, Setting, and Participants This cohort study used a clinical data warehouse platform shared by 8 medical centers affiliated with The Catholic University of Korea to screen all patients who were diagnosed with HF between January 2021 and November 2023 at these 8 medical centers. Patients were taking either dapagliflozin or empagliflozin and underwent transthoracic echocardiography. One-to-one propensity score matching was performed to ensure comparable baseline characteristics between groups. The propensity score–matched cohort was stratified by left ventricular ejection fraction (LVEF) into subgroups: HF with reduced ejection fraction group had an LVEF of 40% or lower, HF with mildly reduced ejection fraction group had an LVEF of 41% to 49%, and HF with preserved ejection fraction group had an LVEF of 50% or higher. Statistical analyses were performed from December 2023 to July 2025. Exposure All patients received either dapagliflozin or empagliflozin. Main Outcomes and Measures The primary outcome was a composite of cardiovascular death or hospitalization for heart failure. Secondary outcomes included the individual primary outcome components, all-cause death, and cardiovascular hospitalization. Results After propensity score matching, the balanced cohort included 4930 patients (2465 each in the dapagliflozin and empagliflozin group; mean [SD] age, 68.8 [13.4] years; 2944 males [59.7%]). The median (IQR) follow-up duration was 16.0 (8.0-27.0) months. In the propensity score–matched cohort, dapagliflozin and empagliflozin showed no significant difference in the primary outcome: a composite of cardiovascular death or HF hospitalization occurred in 9.8% of patients (241 of 2465) taking dapagliflozin vs 9.3% of patients (229 of 2465) taking empagliflozin (adjusted hazard ratio [AHR], 0.99; 95% CI, 0.83-1.19; P = .95). The results did not change after stratifying the cohort by LVEF 40% or lower (14.9% [126 of 844] vs 15.4% [132 of 855]; AHR, 1.06 [95% CI, 0.83-1.35; P = .64]), LVEF 41% to 49% (5.0% [17 of 343] vs 6.3% [22 of 350]; AHR, 1.28 [95% CI, 0.68-2.42; P = .45]), and LVEF 50% or higher (7.7% [98 of 1278] vs 6.0% [75 of 1260]; AHR, 0.80 [95% CI, 0.60-1.09; P = .32]), without between-group heterogeneity (P for interaction = .32). For the secondary outcomes, there were also no significant differences between the dapagliflozin and empagliflozin groups. Conclusions and Relevance In this cohort study of patients with HF, dapagliflozin and empagliflozin had similar clinical outcomes in HF management. Further research and clinical trials are necessary to validate these findings and inform clinical decision-making. © 2025 Bu S et al."
"Integrating Health Care Data in an Informatics for Integrating Biology & the Bedside (i2b2) Model Persisted Through Elasticsearch: Design, Implementation, and Evaluation in a French University Hospital",2025,JMIR Medical Informatics,1,0.9056,0.9056183207480186,0.023858542828986872,0.02344846745762258,0.023443416473802176,0.023631252491569953,"Background: The volume of digital data in health care is continually growing. In addition to its use in health care, the health data collected can also serve secondary purposes, such as research. In this context, clinical data warehouses (CDWs) provide the infrastructure and organization necessary to enhance the secondary use of health data. Various data models have been proposed for structuring data in a CDW, including the Informatics for Integrating Biology & the Bedside (i2b2) model, which relies on a relational database. However, this persistence approach can lead to performance issues when executing queries on massive data sets. Objective: This study aims to describe the necessary transformations and their implementation to enable i2b2’s search engine to perform the phenotyping task using data persistence in a NoSQL Elasticsearch database. Methods: This study compares data persistence in a standard relational database with a NoSQL Elasticsearch database in terms of query response and execution performance (focusing on counting queries based on structured data, numerical data, and free text, including temporal filtering) as well as material resource requirements. Additionally, the data loading and updating processes are described. Results: We propose adaptations to the i2b2 model to accommodate the specific features of Elasticsearch, particularly its inability to perform joins between different indexes. The implementation was tested and evaluated within the CDW of Bordeaux University Hospital, which contains data on 2.5 million patients and over 3 billion observations. Overall, Elasticsearch achieves shorter query execution times compared with a relational database, with particularly significant performance gains for free-text searches. Additionally, compared with an indexed relational database (including a full-text index), Elasticsearch requires less disk space for storage. Conclusions: We demonstrate that implementing i2b2 with Elasticsearch is feasible and significantly improves query performance while reducing disk space usage. This implementation is currently in production at Bordeaux University Hospital. ©Romain Griffier, Fleur Mougin, Vianney Jouhet."
SwissPKcdw – A clinical data warehouse for the optimization of pediatric dosing regimens,2021,CPT: Pharmacometrics and Systems Pharmacology,1,0.8892,0.8892106533842399,0.02304959575289398,0.022624022523946793,0.022621545715780678,0.04249418262313863,"Clinical trials have been performed mainly in adults and accordingly the necessary information is lacking for pediatric patients, especially regarding dosage recommendation for approved drugs. This gap in information could be filled with results from pharmacokinetic (PK) modeling, based on data collected in daily clinical routine. In order to make this data accessible and usable for research, the Swiss Pharmacokinetics Clinical Data Warehouse (SwissPKcdw) project has been set up, including a clinical data warehouse (CDW) and the regulatory framework for data transfer and use within. Embedded into the secure BioMedIT network, the CDW can connect to various data providers and researchers in order to collaborate on the data securely. Due to its modularity, partially containerized deployment and open-source software, each of the components can be extended, modified, and re-used for similar projects that require integrated data management, data analysis, and web tools in a secure scientific data and information technology (IT) environment. Here, we describe a collaborative and interprofessional effort to implement the aforementioned infrastructure between several partners from medical health care and academia. Furthermore, we describe a real-world use case where blood samples from pediatric patients were analyzed for the presence of genetic polymorphisms and the results were aggregated and further analyzed together with the health-related patient data in the SwissPKcdw. © 2021 The Authors. CPT: Pharmacometrics & Systems Pharmacology published by Wiley Periodicals LLC on behalf of American Society for Clinical Pharmacology and Therapeutics."
